Order_ID,Customer_ID,Order_Date,Product_Category,Product_Price,Quantity,Payment_Method,Delivery_Status,Customer_Age,Customer_Gender,Discount_Applied,Total_Sales,Region,Customer_Rating,Return_Status
ORD1059,CUST106,2023-03-01,Electronics,102.0,9,Cash,Late,28.0,Other,43,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1060,CUST136,2023-03-02,Groceries,214.0,8,Credit Card,Cancelled,30.0,Other,21,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1061,CUST181,2023-03-03,Groceries,251.0,3,Cash,Cancelled,21.0,Female,20,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1062,CUST179,2023-03-04,Electronics,132.0,9,Credit Card,Cancelled,39.0,Male,25,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1063,CUST123,2023-03-05,Electronics,194.0,3,Credit Card,Cancelled,24.0,Other,39,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1064,CUST168,2023-03-06,Groceries,134.0,9,Debit Card,On Time,60.0,Other,20,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1065,CUST133,2023-03-07,Clothing,127.0,2,Cash,Cancelled,41.0,Male,24,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1066,CUST31,2023-03-08,Home Decor,415.0,9,Credit Card,Late,21.0,Male,40,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1067,CUST128,2023-03-09,Electronics,50.0,8,Cash,On Time,45.0,Female,0,<function <lambda> at 0x796a7ccaae60>,South,5.0,Not Returned
ORD1068,CUST134,2023-03-10,Home Decor,100.0,9,Debit Card,Cancelled,32.0,Female,5,<function <lambda> at 0x796a7ccaae60>,South,5.0,Not Returned
ORD1069,CUST50,2023-03-11,Clothing,222.0,5,Debit Card,On Time,18.0,Female,22,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1070,CUST4,2023-03-12,Clothing,254.0,2,Cash,Late,20.0,Male,22,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1071,CUST131,2023-03-13,Clothing,309.0,8,Debit Card,Cancelled,31.0,Other,42,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1072,CUST19,2023-03-14,Electronics,495.0,6,PayPal,Late,55.0,Other,42,<function <lambda> at 0x796a7ccaae60>,East,5.0,Returned
ORD1073,CUST94,2023-03-15,Clothing,498.0,8,PayPal,Cancelled,67.0,Female,22,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1074,CUST87,2023-03-16,Electronics,,5,Debit Card,Cancelled,18.0,Male,31,<function <lambda> at 0x796a7ccaae60>,West,1.0,Returned
ORD1075,CUST82,2023-03-17,Clothing,337.0,2,PayPal,Cancelled,55.0,Other,29,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1076,CUST37,2023-03-18,Home Decor,83.0,6,Credit Card,Cancelled,55.0,Female,12,<function <lambda> at 0x796a7ccaae60>,West,1.0,Not Returned
ORD1077,CUST139,2023-03-19,Home Decor,397.0,5,Cash,Cancelled,38.0,Other,42,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1078,CUST156,2023-03-20,Groceries,144.0,5,Credit Card,On Time,65.0,Other,17,<function <lambda> at 0x796a7ccaae60>,East,,Returned
ORD1079,CUST79,2023-03-21,Home Decor,121.0,1,Cash,Cancelled,46.0,Male,22,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1080,CUST123,2023-03-22,Groceries,88.0,2,Debit Card,Cancelled,22.0,Male,14,<function <lambda> at 0x796a7ccaae60>,North,5.0,Returned
ORD1081,CUST57,2023-03-23,Home Decor,203.0,8,Credit Card,On Time,66.0,Other,32,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1082,CUST129,2023-03-24,Electronics,299.0,3,Debit Card,On Time,27.0,Female,20,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1083,CUST151,2023-03-25,Home Decor,211.0,3,Debit Card,On Time,45.0,Male,38,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1084,CUST15,2023-03-26,Groceries,487.0,8,Cash,On Time,38.0,Other,22,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1085,CUST83,2023-03-27,Groceries,167.0,8,Cash,On Time,67.0,Male,26,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1086,CUST31,2023-03-28,Clothing,308.0,2,Cash,On Time,24.0,Male,44,<function <lambda> at 0x796a7ccaae60>,South,5.0,Returned
ORD1087,CUST37,2023-03-29,Electronics,428.0,8,Credit Card,Cancelled,20.0,Male,43,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1088,CUST28,2023-03-30,Home Decor,355.0,1,PayPal,Cancelled,62.0,Other,17,<function <lambda> at 0x796a7ccaae60>,North,2.0,Returned
ORD1089,CUST82,2023-03-31,Clothing,317.0,6,Cash,Late,64.0,Female,23,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1090,CUST180,2023-04-01,Home Decor,498.0,8,Cash,Cancelled,37.0,Female,46,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1091,CUST103,2023-04-02,Home Decor,103.0,3,Credit Card,Cancelled,36.0,Female,39,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1092,CUST167,2023-04-03,Clothing,285.0,8,Cash,On Time,52.0,Male,41,<function <lambda> at 0x796a7ccaae60>,North,3.0,Not Returned
ORD1093,CUST77,2023-04-04,Clothing,438.0,1,Credit Card,On Time,21.0,Other,6,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1094,CUST196,2023-04-05,Clothing,271.0,9,Debit Card,Cancelled,22.0,Male,49,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1095,CUST14,2023-04-06,Clothing,300.0,9,Cash,Late,18.0,Female,47,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1096,CUST193,2023-04-07,Clothing,362.0,5,Cash,On Time,21.0,Female,19,<function <lambda> at 0x796a7ccaae60>,North,,Returned
ORD1097,CUST73,2023-04-08,Home Decor,450.0,4,Debit Card,Cancelled,29.0,Other,26,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1098,CUST93,2023-04-09,Clothing,161.0,6,Debit Card,Cancelled,44.0,Male,5,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1099,CUST72,2023-04-10,Electronics,304.0,7,Debit Card,Late,59.0,Female,26,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1100,CUST149,2023-04-11,Groceries,352.0,5,Cash,Late,40.0,Other,8,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1101,CUST29,2023-04-12,Clothing,456.0,9,PayPal,On Time,42.0,Male,44,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1102,CUST97,2023-04-13,Clothing,256.0,3,PayPal,Late,38.0,Male,30,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1103,CUST55,2023-04-14,Home Decor,278.0,7,PayPal,Cancelled,69.0,Female,20,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1104,CUST32,2023-04-15,Clothing,390.0,5,Cash,Cancelled,41.0,Female,25,<function <lambda> at 0x796a7ccaae60>,North,5.0,Returned
ORD1105,CUST175,2023-04-16,Clothing,447.0,7,Debit Card,Late,,Male,39,<function <lambda> at 0x796a7ccaae60>,East,3.0,Returned
ORD1106,CUST70,2023-04-17,Clothing,115.0,2,Cash,Late,62.0,Male,47,<function <lambda> at 0x796a7ccaae60>,South,5.0,Not Returned
ORD1107,CUST109,2023-04-18,Home Decor,124.0,4,Debit Card,Late,63.0,Female,44,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1108,CUST16,2023-04-19,Clothing,484.0,2,Cash,Late,49.0,Male,12,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1109,CUST1,2023-04-20,Groceries,152.0,7,Cash,On Time,49.0,Female,48,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1110,CUST118,2023-04-21,Home Decor,471.0,2,Debit Card,Late,22.0,Male,22,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1111,CUST150,2023-04-22,Groceries,241.0,1,PayPal,On Time,53.0,Female,19,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1112,CUST54,2023-04-23,Home Decor,301.0,9,Debit Card,Cancelled,63.0,Other,36,<function <lambda> at 0x796a7ccaae60>,West,,Returned
ORD1113,CUST50,2023-04-24,Clothing,275.0,1,Credit Card,Late,59.0,Female,27,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1114,CUST98,2023-04-25,Groceries,343.0,8,Credit Card,On Time,66.0,Female,16,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1115,CUST51,2023-04-26,Home Decor,355.0,2,Debit Card,Late,59.0,Other,27,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1116,CUST80,2023-04-27,Electronics,147.0,8,Cash,Cancelled,56.0,Male,40,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1117,CUST80,2023-04-28,Clothing,387.0,3,Credit Card,Cancelled,,Other,1,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1118,CUST190,2023-04-29,Home Decor,335.0,6,Credit Card,Cancelled,50.0,Female,24,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1119,CUST150,2023-04-30,Electronics,384.0,3,Cash,Late,66.0,Male,49,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1120,CUST101,2023-05-01,Home Decor,396.0,7,Cash,Late,38.0,Other,40,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1121,CUST144,2023-05-02,Electronics,484.0,9,PayPal,On Time,26.0,Male,5,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1122,CUST154,2023-05-03,Clothing,496.0,2,Cash,Cancelled,23.0,Male,10,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1123,CUST30,2023-05-04,Groceries,357.0,5,Debit Card,Late,68.0,Other,37,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1124,CUST10,2023-05-05,Electronics,298.0,6,Debit Card,Cancelled,62.0,Male,5,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1125,CUST179,2023-05-06,Home Decor,215.0,4,PayPal,Cancelled,52.0,Other,44,<function <lambda> at 0x796a7ccaae60>,East,5.0,Returned
ORD1126,CUST192,2023-05-07,Clothing,384.0,4,Credit Card,On Time,56.0,Female,10,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1127,CUST141,2023-05-08,Electronics,79.0,4,Credit Card,On Time,39.0,Male,13,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1128,CUST27,2023-05-09,Home Decor,296.0,2,Cash,On Time,58.0,Female,1,<function <lambda> at 0x796a7ccaae60>,West,3.0,Not Returned
ORD1129,CUST20,2023-05-10,Home Decor,155.0,4,Debit Card,On Time,22.0,Female,39,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1130,CUST161,2023-05-11,Home Decor,100.0,1,Credit Card,Cancelled,59.0,Male,2,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1131,CUST78,2023-05-12,Electronics,130.0,6,PayPal,On Time,40.0,Other,34,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1132,CUST131,2023-05-13,Electronics,182.0,1,PayPal,On Time,34.0,Male,32,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1133,CUST65,2023-05-14,Electronics,334.0,6,Debit Card,On Time,29.0,Female,23,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1134,CUST96,2023-05-15,Groceries,437.0,1,PayPal,On Time,40.0,Female,18,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1135,CUST193,2023-05-16,Electronics,187.0,6,PayPal,Cancelled,33.0,Other,17,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1136,CUST11,2023-05-17,Electronics,233.0,8,Debit Card,On Time,20.0,Male,48,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1137,CUST130,2023-05-18,Electronics,450.0,2,Cash,Cancelled,47.0,Female,23,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1138,CUST9,2023-05-19,Groceries,379.0,2,Cash,Late,39.0,Female,44,<function <lambda> at 0x796a7ccaae60>,North,3.0,Not Returned
ORD1139,CUST81,2023-05-20,Electronics,322.0,4,PayPal,Cancelled,26.0,Female,34,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1140,CUST38,2023-05-21,Home Decor,389.0,3,Cash,Cancelled,46.0,Other,0,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1141,CUST56,2023-05-22,Electronics,118.0,4,Cash,On Time,64.0,Female,35,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1142,CUST96,2023-05-23,Home Decor,83.0,7,PayPal,Late,54.0,Female,24,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1143,CUST127,2023-05-24,Home Decor,311.0,1,Cash,Late,40.0,Male,44,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1144,CUST38,2023-05-25,Home Decor,102.0,6,PayPal,Late,30.0,Male,48,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1145,CUST180,2023-05-26,Groceries,499.0,3,Credit Card,Late,49.0,Female,42,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1146,CUST22,2023-05-27,Groceries,254.0,7,Debit Card,Cancelled,63.0,Female,33,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1147,CUST183,2023-05-28,Groceries,175.0,2,Debit Card,Late,69.0,Male,24,<function <lambda> at 0x796a7ccaae60>,South,4.0,Returned
ORD1148,CUST66,2023-05-29,Electronics,284.0,2,Cash,Cancelled,64.0,Other,15,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1149,CUST46,2023-05-30,Home Decor,92.0,4,Cash,Cancelled,65.0,Other,33,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1150,CUST154,2023-05-31,Groceries,289.0,1,Cash,Cancelled,40.0,Other,28,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1151,CUST198,2023-06-01,Groceries,420.0,3,Debit Card,Late,,Other,18,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1152,CUST89,2023-06-02,Electronics,160.0,9,Credit Card,On Time,34.0,Other,22,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1153,CUST131,2023-06-03,Groceries,298.0,7,Credit Card,On Time,57.0,Other,18,<function <lambda> at 0x796a7ccaae60>,East,3.0,Not Returned
ORD1154,CUST125,2023-06-04,Electronics,200.0,7,Debit Card,Late,38.0,Other,24,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1155,CUST139,2023-06-05,Clothing,232.0,4,Credit Card,On Time,19.0,Other,15,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1156,CUST163,2023-06-06,Groceries,385.0,2,Debit Card,On Time,54.0,Male,8,<function <lambda> at 0x796a7ccaae60>,West,1.0,Returned
ORD1157,CUST172,2023-06-07,Clothing,144.0,4,Credit Card,Cancelled,23.0,Other,0,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1158,CUST68,2023-06-08,Electronics,423.0,6,PayPal,Cancelled,,Other,41,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1159,CUST104,2023-06-09,Home Decor,449.0,3,PayPal,Late,35.0,Other,18,<function <lambda> at 0x796a7ccaae60>,East,3.0,Returned
ORD1160,CUST78,2023-06-10,Groceries,57.0,1,Debit Card,Late,47.0,Female,32,<function <lambda> at 0x796a7ccaae60>,West,3.0,Not Returned
ORD1161,CUST29,2023-06-11,Electronics,437.0,8,Credit Card,On Time,39.0,Male,33,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1162,CUST89,2023-06-12,Home Decor,409.0,5,Cash,Cancelled,50.0,Male,15,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1163,CUST172,2023-06-13,Home Decor,437.0,5,Credit Card,Late,47.0,Male,43,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1164,CUST95,2023-06-14,Clothing,233.0,4,PayPal,Late,34.0,Other,39,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1165,CUST25,2023-06-15,Electronics,330.0,6,PayPal,Late,60.0,Other,17,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1166,CUST43,2023-06-16,Home Decor,244.0,3,Credit Card,Late,49.0,Female,33,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1167,CUST24,2023-06-17,Groceries,401.0,9,Credit Card,Late,59.0,Male,24,<function <lambda> at 0x796a7ccaae60>,West,,Returned
ORD1168,CUST12,2023-06-18,Groceries,244.0,5,Cash,Late,68.0,Other,44,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1169,CUST171,2023-06-19,Clothing,204.0,3,Cash,On Time,31.0,Male,5,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1170,CUST148,2023-06-20,Home Decor,142.0,1,Credit Card,Cancelled,27.0,Female,20,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1171,CUST168,2023-06-21,Electronics,209.0,6,Credit Card,Cancelled,64.0,Female,5,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
